Catalogo,Catálogo
Catch All,Pegue tudo
Categorize By,Categorizar por
Categorize by,Categorizar por
Categorize by Account,Categorizar por conta
Categorize by Item,Categorizar por item
Categorize by Party,Categorizar por parte
Categorize by Supplier,Categorizar por fornecedor
Categorize by Voucher,Categorize por voucher
Categorize by Voucher (Consolidated),Categorizar por voucher (consolidado)
Category,Categoria
Category Details,Detalhes da categoria
Category Name,Nome da categoria
Category-wise Asset Value,Valor do ativo em termos de categoria
Caution,Cuidado
Caution: This might alter frozen accounts.,CUIDADO: Isso pode alterar as contas congeladas.
Cell Range,Faixa celular
Cellphone Number,Número do celular
Certificate,Certificado
Certificate Details,Detalhes do certificado
Certificate Limit,Limite de certificado
Certificate No,Certificado no
Certificate Required,Certificado necessário
Change Amount,Quantidade de alteração
Change Release Date,Data de liberação de alteração
Change in Stock Value,Mudança no valor do stock
Change the account type to Receivable or select a different account.,Altere o tipo de conta para receber ou selecione uma conta diferente.
Change this date manually to setup the next synchronization start date,Altere esta data manualmente para configurar a próxima data de início da sincronização
Changed customer name to '{}' as '{}' already exists.,O nome do cliente alterado para '{}' como '{}' já existe.
Changes,Mudanças
Changes in {0},Alterações em {0}
Changing Customer Group for the selected Customer is not allowed.,A alteração do grupo de clientes para o cliente selecionada não é permitida.
"Changing the valuation method to Moving Average will affect new transactions. If backdated entries are added, earlier FIFO-based entries will be reposted, which may change closing balances.","Alterar o método de avaliação para a média móvel afetará novas transações. Se forem adicionadas entradas com retrocesso, as entradas anteriores baseadas em FIFO serão reoscadas, o que pode alterar os saldos de fechamento."
Channel Partner,Parceiro de canal
Charge of type 'Actual' in row {0} cannot be included in Item Rate or Paid Amount,A cobrança do tipo 'real' na linha {0} não pode ser incluída na taxa de item ou valor pago
Chargeable,Cobrável
Charges Incurred,Acusações incorridas
Charges are updated in Purchase Receipt against each item,As cobranças são atualizadas no recibo de compra contra cada item
"Charges will be distributed proportionately based on item qty or amount, as per your selection","As cobranças serão distribuídas proporcionalmente com base na Qtd ou quantidade de itens, conforme sua seleção"
Chart,Gráfico
Chart Of Accounts,Gráfico de contas
Chart Of Accounts Template,Modelo do gráfico de contas
Chart Preview,Visualização do gráfico
Chart Tree,Árvore do gráfico
Chart of Accounts,Gráfico de contas
Chart of Accounts Importer,Gráfico de contas importador
Chart of Cost Centers,Gráfico de centros de custo
Charts Based On,Gráficos baseados em
Chassis No,Chassi não
Chat,Bater papo
Check Supplier Invoice Number Uniqueness,Verifique o número da fatura do fornecedor exclusivo
Check if it is a hydroponic unit,Verifique se é uma unidade hidropônica
Check if material transfer entry is not required,Verifique se a entrada de transferência de material não é necessária
Check in (group),Check -in (Grupo)
Check this to disallow fractions. (for Nos),Verifique isso para proibir frações. (para nos)
Checked On,Verificado
Checking this will round off the tax amount to the nearest integer,Verificando isso vai completar o valor do imposto para o número inteiro mais próximo
Checkout,Confira
Checkout Order / Submit Order / New Order,Ordem de check -out / pedido de envio / novo pedido
Cheque,Verificar
Cheque Date,Verifique a data
Cheque Height,Verifique a altura
Cheque Number,Verifique o número
Cheque Print Template,Verifique o modelo de impressão
Cheque Size,Tamanho da verificação
Cheque Width,Verifique a largura
Cheque/Reference Date,Data de verificação/referência
Cheque/Reference No,Verifique/referência no
Cheques Required,Verificações necessárias
Cheques and Deposits Incorrectly cleared,Cheques e depósitos limpos incorretamente
Cheques and Deposits incorrectly cleared,Cheques e depósitos limpos incorretamente
Child Docname,Child Docname
Child Row Reference,Referência de fila de crianças
Child Task exists for this Task. You can not delete this Task.,A tarefa de criança existe para esta tarefa. Você não pode excluir esta tarefa.
Child nodes can be only created under 'Group' type nodes,Os nós filhos podem ser criados apenas em nós do tipo 'grupo'
Child warehouse exists for this warehouse. You can not delete this warehouse.,Existe um armazém infantil para este armazém. Você não pode excluir este armazém.
Choose a WIP composite asset,Escolha um ativo composto de WIP
Circular Reference Error,Erro de referência circular
City,Cidade
Class / Percentage,Classe / porcentagem
Classification of Customers by region,Classificação de clientes por região
Clauses and Conditions,Cláusulas e condições
Clear,Claro
Clear Demo Data,Dados de demonstração clara
Clear Notifications,Notificações claras
Clear Table,Tabela limpa
Clearance Date,Data de folga
Clearance Date not mentioned,Data de folga não mencionada
Clearance Date updated,Data de folga atualizada
Clearing Demo Data...,Dados de demonstração de limpeza ...
Click on 'Get Finished Goods for Manufacture' to fetch the items from the above Sales Orders. Items only for which a BOM is present will be fetched.,Clique em 'Termo mercadorias para fabricar' para buscar os itens dos pedidos de vendas acima. Os itens apenas para os quais uma nascimento está presente serão buscados.
Click on Add to Holidays. This will populate the holidays table with all the dates that fall on the selected weekly off. Repeat the process for populating the dates for all your weekly holidays,Clique em Adicionar aos feriados. Isso preencherá a tabela de férias com todas as datas que caem no semanalmente selecionado. Repita o processo para preencher as datas para todas as suas férias semanais
Click on Get Sales Orders to fetch sales orders based on the above filters.,Clique em obter pedidos de vendas para buscar pedidos de vendas com base nos filtros acima.
Click on Import Invoices button once the zip file has been attached to the document. Any errors related to processing will be shown in the Error Log.,Clique no botão Importar faturas assim que o arquivo zip for anexado ao documento. Quaisquer erros relacionados ao processamento serão mostrados no log de erros.
Click on the link below to verify your email and confirm the appointment,Clique no link abaixo para verificar seu e-mail e confirmar a consulta
Click to add email / phone,Clique para adicionar email / telefone
Client,Cliente
Close,Fechar
Close Issue After Days,Problema fechado depois de dias
Close Loan,Empréstimo fechado
Close Replied Opportunity After Days,Fechar a oportunidade depois de dias
Close the POS,Feche o POS
Closed,Fechado
Closed Document,Documento fechado
Closed Documents,Documentos fechados
Closed Work Order can not be stopped or Re-opened,A ordem de serviço fechada não pode ser interrompida ou reaberta
Closed order cannot be cancelled. Unclose to cancel.,A ordem fechada não pode ser cancelada. Desligar para cancelar.
Closing,Fechamento
Closing (Cr),Fechamento (CR)
Closing (Dr),Fechamento (dr)
Closing (Opening + Total),Fechamento (abertura + total)
Closing Account Head,Cabeça de conta de fechamento
Closing Account {0} must be of type Liability / Equity,A conta de fechamento {0} deve ser da responsabilidade / patrimônio líquido
Closing Amount,Quantidade de fechamento
Closing Balance,Equilíbrio de fechamento
Closing Balance as per Bank Statement,Balanço de fechamento conforme o extrato bancário
Closing Balance as per ERP,Balanço de fechamento conforme ERP
Closing Date,Data de fechamento
Closing Text,Texto de fechamento
Closing [Opening + Total] ,Fechando [Abertura + Total]
Code,Código
Code List,Lista de códigos
Collapse All,Desmaiar tudo
Collect Progress,Coletar progresso
Collection Factor (=1 LP),Fator de coleta (= 1 lp)
Collection Rules,Regras de coleta
Collection Tier,Nível de coleção
Color,Cor
Colour,Cor
Column in Bank File,Coluna no arquivo bancário
Column {0},Coluna {0}
Columns are not according to template. Please compare the uploaded file with standard template,As colunas não estão de acordo com o modelo. Compare o arquivo carregado com o modelo padrão
Combined invoice portion must equal 100%,A porção de fatura combinada deve ser igual a 100%
Comments,Comentários
Commercial,Comercial
Commission,Comissão
Commission Rate,Taxa de comissão
Commission Rate %,Taxa de comissão %
Commission Rate (%),Taxa de comissão (%)
Commission on Sales,Comissão de Vendas
Common Code,Código comum
Communication,Comunicação
Communication Channel,Canal de comunicação
Communication Medium,Meio de comunicação
Communication Medium Timeslot,Comunicação de tempo médio
Communication Medium Type,Tipo médio de comunicação
Compact Item Print,Impressão de item compacto
Companies,Empresas
Company,Empresa
Company Abbreviation,Abreviação da empresa
Company Abbreviation cannot have more than 5 characters,A abreviação da empresa não pode ter mais de 5 caracteres
Company Account,Conta da empresa
Company Address,Endereço da empresa
Company Address Display,Exibição de endereço da empresa
Company Address Name,Nome do endereço da empresa
Company Bank Account,Conta bancária da empresa
Company Billing Address,Endereço de cobrança da empresa
Company Contact Person,Pessoa de contato da empresa
Company Description,Descrição da empresa
Company Details,Detalhes da empresa
Company Email,Email da empresa
Company Logo,Logotipo da empresa
Company Name,nome da empresa
Company Name cannot be Company,O nome da empresa não pode ser empresa
Company Not Linked,Empresa não vinculada
Company Shipping Address,Endereço de entrega da empresa
Company Tax ID,Id ID da empresa
Company and Posting Date is mandatory,A data da empresa e a postagem é obrigatória
Company currencies of both the companies should match for Inter Company Transactions.,As moedas da empresa de ambas as empresas devem corresponder às transações entre empresas.
Company field is required,O campo da empresa é necessário
Company is mandatory,Empresa é obrigatória
Company is mandatory for company account,A empresa é obrigatória para a conta da empresa
Company is mandatory for generating an invoice. Please set a default company in Global Defaults.,A empresa é obrigatória para gerar uma fatura. Defina uma empresa padrão em padrões globais.
Company name not same,Nome da empresa não é o mesmo
Company of asset {0} and purchase document {1} doesn't matches.,A empresa de ativo {0} e o documento de compra {1} não corresponde.
